ID,name,genus,species,mass,TL,SL,BD,BW,CPW,muscleWhite,muscleRed,CoM,,mucusMass,caudalArea,analArea,dorsalArea,dorsalArea2,pelvicArea,bodyArea,pectArea,aluArea,barbArea,TotCaudalArea,TotAnalArea,TotDorsalArea,TotDorsalArea2,TotPelvicArea,TotPectArea,TotAlulArea,TotBodyArea,AllAluArea,AllBodArea,relMucusM,mucusProt,FStype,latency,s1Duration,s2Duration,distance,stimAngle,direction,turnAngle,turnRate,trajectory,turnRadius,Desc,relDesc,Umax,Amax,F_latency,F_s1Duration,F_s2Duration,F_distance,F_stimAngle,F_turnAngle,F_turnRate,F_trajectory,F_turnRadius,CHNmass,nitrogen,carbon,hydrogen,calories
MJ082,chry10,Sufflamen,chrysopterus,73.88,14.6,11.79,5.33,2.13,0.64,10.48,1.08,NA,NA,NA,9.532,6.434,1.187,6.994,5.313,49.309,3.029,NA,0,19.064,12.868,2.374,13.988,21.252,12.116,NA,98.618,NA,180.28,NA,NA,D,0.1,0.03,0.02,28.11,50.49,1,76.42,2619.98,115.43,0.87,4.76,0.33,107.07,69.89,0.08,0.03,0.04,30.34,19.06,53.68,1610.31,85.8,0.33,NA,NA,NA,NA,NA
MJ083,mult10,Parupeneus,multifasciatus,75.23,17.8,14.47,4.03,2.09,0.56,17.48,0.49,NA,NA,NA,11.419,4.614,4.452,4.569,3.275,40.399,5.15,NA,2.1,22.838,9.228,8.904,9.138,13.1,20.6,NA,80.798,NA,166.706,NA,NA,D,0.02,0.02,0.03,34.73,158.95,1,56.23,2699.18,164.66,1.19,8.73,0.49,245.29,123.48,0.01,0.04,0.03,18.74,37.2,129.81,3115.34,138.78,1.26,NA,NA,NA,NA,NA
MJ084,baro5,Chaetodon,baronessa,21.68,8.86,7.41,5.38,1.09,0.14,3.65,0.11,NA,NA,22.6,2.281,4.555,10.784,NA,0.813,30.458,1.671,34.135,0,4.562,9.11,21.568,0,3.252,6.684,68.27,60.916,113.446,106.092,0.199213723,192.4079198,D,NA,0.02,0.02,31.06,54.98,1,88.04,4225.87,136.15,0.51,4.92,0.55,147.13,82.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.444,7.76,32.884,5.078,4771.333
MJ085,mela7,Hemigymnus,melapterus,158.95,21.2,15.3,6.38,2.8,0.75,27.14,0.75,NA,NA,NA,27.467,10.751,20.238,NA,3.82,76.683,8.445,NA,0,54.934,21.502,40.476,0,15.28,33.78,NA,153.366,NA,319.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,31.34,11.83,137.93,2546.42,143.58,1,NA,NA,NA,NA,NA
MJ086,baro6,Chaetodon,baronessa,26.78,NA,8,5.88,1.08,0.16,3.68,0.15,NA,NA,NA,2.025,8.134,13.631,NA,1.337,33.552,2.284,NA,0,4.05,16.268,27.262,0,5.348,9.136,NA,67.104,NA,129.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.02,17.06,33.49,111.25,4449.8,135.14,0.73,NA,NA,NA,NA,NA
MJ087,baro7,Chaetodon,baronessa,16.49,8,6.71,4.85,0.98,0.12,3.14,0.14,NA,NA,NA,2.424,5.162,10.951,NA,0.992,22.931,1.754,NA,0,4.848,10.324,21.902,0,3.968,7.016,NA,45.862,NA,93.92,NA,NA,D,NA,0.02,0.02,22.91,80.85,1,82.39,4943.4,151.62,0.42,5.22,0.65,133.6,82.7,NA,0.02,0.02,18.32,27.93,103.47,4966.32,123.42,0.94,NA,NA,NA,NA,NA
MJ088,flav1,Scarus,flavipectoralis,72.48,16.6,13.2,4.17,2.09,0.65,16.45,0.51,NA,NA,192.8,11.426,4.308,12.599,NA,2.318,42.346,4.262,56.738,0,22.852,8.616,25.198,0,9.272,17.048,113.476,84.692,196.462,167.678,0.981360263,62.69050877,D,NA,0.02,0.02,35.29,77.68,1,69.06,3314.78,111.2,0.59,8.46,0.51,225.45,130.24,NA,0.03,0.03,22.98,0,106.46,3650.09,80.26,0.81,2.806,10.082,42.54,6.385,6239.091
MJ089,flav2,Scarus,flavipectoralis,50.41,15.04,11.72,3.71,1.83,0.53,10.44,0.34,NA,NA,166.2,9.126,4.414,9.803,NA,1.725,32.836,3.143,43.273,0,18.252,8.828,19.606,0,6.9,12.572,86.546,65.672,152.704,131.83,1.088380134,79.04610513,D,NA,0.02,0.02,24.97,97.99,1,56.85,3411.18,109.06,0.58,8.2,0.55,301.75,158.04,NA,0.02,0.03,25.76,38.62,68.96,3310.03,89.96,0.86,1.849,10.251,42.801,6.529,6278.807
MJ090,baro8,Chaetodon,baronessa,31.61,9.89,8.5,6.72,1.22,0.2,4.47,0.1,NA,NA,NA,4.31,8.695,19.674,NA,1.399,38.61,2.66,NA,0,8.62,17.39,39.348,0,5.596,10.64,NA,77.22,NA,158.814,NA,NA,D,NA,0.03,0.03,18.77,63.25,1,86.21,3448.24,126.4,0.5,5.6,0.57,177.46,85.64,NA,0.03,0.03,14.93,31.89,117.78,4038.03,145.71,0.77,NA,NA,NA,NA,NA
MJ091,baro9,Chaetodon,baronessa,31.66,10.24,8.31,6.69,1.17,0.23,4.6,0.13,NA,NA,NA,5.157,11.09,23.297,NA,2.001,38.864,2.969,NA,0,10.314,22.18,46.594,0,8.004,11.876,NA,77.728,NA,176.696,NA,NA,D,NA,0.02,0.02,31.96,114.1,1,54.65,3278.82,149.66,0.37,6.03,0.59,170.04,83.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MJ092,baro10,Chaetodon,baronessa,35.72,10.47,8.75,7.15,1.22,0.29,5.12,0.09,NA,NA,NA,5.467,10.277,23.227,NA,1.894,41.75,3.209,NA,0,10.934,20.554,46.454,0,7.576,12.836,NA,83.5,NA,181.854,NA,NA,D,NA,0.03,0.02,24.42,76.03,1,93.3,3732.08,158.32,0.6,8.87,0.85,253.15,132,NA,0.03,0.02,25.83,21.68,115.94,4637.44,134.42,0.8,NA,NA,NA,NA,NA
MJ093,flav4,Scarus,flavipectoralis,116.84,19.5,15.18,4.95,2.65,0.87,21.66,0.73,7.81,0.400512821,243.7,16.211,7.018,15.303,NA,2.2,55.768,6.706,78.067,0,32.422,14.036,30.606,0,8.8,26.824,156.134,111.536,268.822,224.224,0.906547827,100.7485786,D,NA,0.03,0.03,29.22,128.65,1,72.9,2915.88,177.95,1,7.33,0.38,193.06,60.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.595,9.9,42.299,6.56,6202.524
MJ094,sexs3,Pomacanthus,sexstriatus,205.67,20.1,16.6,8.78,2.85,0.65,28.97,1.58,8.5,0.422885572,14.6,15.497,22.071,39.58,NA,7.802,108.973,10.77,126.602,0,30.994,44.142,79.16,0,31.208,43.08,253.204,217.946,481.788,446.53,0.030303785,19.97451439,S,NA,0.04,0.07,17.67,73.89,1,35.76,953.57,123.33,1.21,3.56,0.18,83.55,51.87,NA,0.08,0.08,16.93,43.56,58.93,785.68,127.32,1.27,1.919,4.911,21.954,3.645,3109.96
MJ095,flav5,Scarus,flavipectoralis,75.02,16.8,13.08,4.11,2.14,0.8,16.78,0.51,NA,NA,135.4,12.382,6.035,12.597,NA,2.156,43.849,4.827,58.849,0,24.764,12.07,25.194,0,8.624,19.308,117.698,87.698,207.658,177.658,0.652033632,86.47408819,D,0.06,0.02,0.03,30.35,78.96,-1,81.91,3931.82,5.93,0.76,6.28,0.37,168.27,75.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.899,10.094,42.542,6.494,6239.353
MJ096,flav3,Scarus,flavipectoralis,81.33,17.4,13.47,4.14,2.22,0.82,18.09,0.5,NA,NA,181.7,14.023,6.689,14.345,NA,2.594,46.01,5.256,60.856,0,28.046,13.378,28.69,0,10.376,21.024,121.712,92.02,223.226,193.534,0.813973283,101.0347181,D-,0.02,0.03,0.04,22.34,76.03,1,101.89,3493.34,178.42,1.13,6.54,0.38,180.4,132.22,0.03,0.04,0.03,17.26,26.42,164.39,4383.76,171.13,1.35,1.898,10.194,42.988,6.572,6307.161
MJ097,mela8,Hemigymnus,melapterus,131.93,20.6,15.9,6.02,2.81,0.8,21.82,0.9,7.9,0.383495146,NA,23.852,8.846,17.119,NA,3.38,66.619,9.267,NA,0,47.704,17.692,34.238,0,13.52,37.068,NA,133.238,NA,283.46,NA,NA,D,0.07,0.02,0.02,26.86,117.04,-1,30.56,1466.88,108.52,1.33,8.38,0.41,253.36,97.38,0.07,0.05,0.05,28.76,44.79,103.4,1908.94,153.41,1.08,NA,NA,NA,NA,NA
MJ098,mela9,Hemigymnus,melapterus,75.99,16.5,12.44,4.94,2.2,0.62,13.16,0.43,NA,NA,NA,16.464,6.052,11.53,NA,2.26,48.02,6.033,NA,0,32.928,12.104,23.06,0,9.04,24.132,NA,96.04,NA,197.304,NA,NA,D,0.03,0.02,0.03,19.46,80.13,-1,37.67,2260.32,69.16,0.9,5.79,0.35,184.75,96.41,0.08,0.03,0.03,35.35,22.31,118.27,3548.19,146.82,1.18,NA,NA,NA,NA,NA
MJ099,quin4,Lutjanus,quinquelineatus,51.22,14.88,11.66,4.12,1.94,0.56,9.79,0.24,5.49,0.368951613,38,8.714,2.971,9.047,NA,2.012,36.005,4.719,50.931,0,17.428,5.942,18.094,0,8.048,18.876,101.862,72.01,170.25,140.398,0.223201175,231.668054,D,NA,0.03,0.03,17.91,67.6,1,81.95,3278,151.83,1.48,7.87,0.53,211.33,117.42,0.03,0.03,0.03,23.8,24.73,129.11,3873.42,145.61,1.13,1.89,8.391,33.342,5.216,4840.966
MJ100,flav6,Scarus,flavipectoralis,58.31,15.4,12,3.84,1.97,0.74,12.71,0.4,6.22,0.403896104,NA,11.223,4.977,11.141,NA,1.928,37.407,4.576,NA,0,22.446,9.954,22.282,0,7.712,18.304,NA,74.814,NA,155.512,NA,NA,D,NA,0.02,0.02,21.62,55.21,1,82.27,3948.82,103.88,0.83,10.11,0.66,254.67,92.95,0.01,0.03,0.03,17.07,3.06,148.29,4448.7,121.68,0.61,NA,NA,NA,NA,NA
MJ101,flav7,Scarus,flavipectoralis,54.89,15.5,11.96,3.75,1.9,0.75,11.94,0.37,6.08,0.392258065,NA,10.655,4.783,11.152,NA,1.972,36.163,4.816,NA,0,21.31,9.566,22.304,0,7.888,19.264,NA,72.326,NA,152.658,NA,NA,D,0.03,0.03,0.02,17.08,131.42,1,59.09,2363.52,168.6,0.35,5.51,0.36,180.96,103.35,0.03,0.03,0.03,17.76,36.54,135.74,4072.05,76.87,0.61,NA,NA,NA,NA,NA
MJ102,quin6,Lutjanus,quinquelineatus,70.46,16.5,13.05,4.97,2.19,0.63,14.56,0.33,6.12,0.370909091,39.3,10.076,3.473,12.315,NA,3.35,51.745,5.812,63.024,0,20.152,6.946,24.63,0,13.4,23.248,126.048,103.49,214.424,191.866,0.183281722,175.0653304,D,NA,0.01,0.03,22.82,99.87,1,40.48,3238.48,122.25,0.61,7.78,0.47,186.51,83.19,NA,0.03,0.04,22.41,14.74,118.42,3552.45,139.03,0.93,2.336,6.868,27.787,4.529,3996.63
MJ103,flav8,Scarus,flavipectoralis,69.71,16.1,12.82,4,2.14,0.65,14.64,0.43,6.5,0.403726708,NA,12.493,5.126,11.748,NA,2.156,42.23,5.146,NA,0,24.986,10.252,23.496,0,8.624,20.584,NA,84.46,NA,172.402,NA,NA,D,0.07,0.03,0.03,29.32,117.47,1,54.59,1871.79,127.38,0.82,7.79,0.48,203.38,111.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MJ104,obso5,Lethrinus,obsoletus,212.82,24.3,19.5,6.78,3.07,0.86,47.53,1.27,9.67,0.397942387,72.8,20.569,6.459,14.048,NA,3.987,89.876,7.559,119.137,0,41.138,12.918,28.096,0,15.948,30.236,238.274,179.752,366.61,308.088,0.198576144,142.3181035,D,0.04,0.03,0.04,25.86,111.31,-1,48.57,1457.04,66.1,1.5,6.66,0.27,170.13,74.17,NA,0.04,0.05,NA,NA,94.46,2266.97,NA,1.86,2.018,8.083,31.484,5.151,4558.546
MJ105,quin5,Lutjanus,quinquelineatus,58.79,15.33,12.28,4.51,2,0.47,11.55,0.33,5.84,0.380952381,NA,9.166,3.466,10.594,NA,2.129,38.931,5.045,NA,0,18.332,6.932,21.188,0,8.516,20.18,NA,77.862,NA,153.01,NA,NA,D-,0.06,0.03,0.03,24.38,86.31,1,37.16,1486.52,125.23,0.48,3.63,0.24,87.6,56.04,NA,0.04,0.05,20.17,27.53,140.06,3361.54,177.74,0.88,NA,NA,NA,NA,NA
MJ106,stri2,Ctenochaetus,striatus,103.91,16.8,12.26,6.52,2.17,0.63,22.41,1.03,6.15,0.366071429,141,14.302,14.145,21.28,NA,2.124,58.752,8.47,76.414,0,28.604,28.29,42.56,0,8.496,33.88,152.828,117.504,294.658,259.334,0.478520861,296.6922294,D,NA,0.03,0.03,24.49,78.47,1,76.91,3076.52,143.78,1.1,7.02,0.42,209.55,103.25,NA,0.04,0.04,22.59,27.67,84.46,2252.32,129.73,0.82,1.515,10.502,43.092,6.982,6323.005
MJ107,stri1,Ctenochaetus,striatus,64.73,15.9,11.31,5.5,1.8,0.56,13.44,0.71,5.48,0.344654088,50.6,10.58,10.645,16.192,NA,1.542,48.147,4.769,57.258,0,21.16,21.29,32.384,0,6.168,19.076,114.516,96.294,214.594,196.372,0.235794104,205.8736384,S,0.07,0.03,0.04,28.17,84.65,1,36.92,1476.6,136.03,1.11,5.34,0.34,118.86,81.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.796,8.392,39.786,6.09,5820.548
MJ108,mela10,Hemigymnus,melapterus,162.52,20.8,16.6,5.96,2.72,0.66,26.91,0.91,8.08,0.388461538,NA,26.515,11.891,18.973,NA,3.86,73.477,10.081,NA,0,53.03,23.782,37.946,0,15.44,40.324,NA,146.954,NA,317.476,NA,NA,D-,0.07,0.03,0.03,29.11,76.9,1,48.65,1667.93,115.56,1.41,5.44,0.26,121.98,106.64,0.02,0.04,0.03,25.8,26.04,112.65,2703.65,127.07,1.19,NA,NA,NA,NA,NA
MJ109,quin8,Lutjanus,quinquelineatus,57.81,15.5,12.18,4.2,1.94,0.36,11.36,0.25,5.65,0.364516129,NA,10.104,3.1,10.333,NA,2.671,37.732,6.191,NA,0,20.208,6.2,20.666,0,10.684,24.764,NA,75.464,NA,157.986,NA,NA,D,0.08,0.02,0.02,28.18,142.79,-1,52.73,2530.9,107.78,1.46,10.76,0.69,273.59,157.45,0.03,0.04,0.03,20.71,24.31,157.4,3777.48,173.38,1.26,NA,NA,NA,NA,NA
MJ110,quin7,Lutjanus,quinquelineatus,48.65,14.52,11.65,4.04,1.86,0.41,9.79,0.19,5.58,0.384297521,NA,9.201,3.154,9.732,NA,2.552,35.488,5.132,NA,0,18.402,6.308,19.464,0,10.208,20.528,NA,70.976,NA,145.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.03,0.02,26.23,39.44,121.73,4173.57,75.93,1.16,NA,NA,NA,NA,NA
MJ111,nigr11,Acanthurus,nigrofuscus,53.74,14.86,10.81,4.94,1.74,0.56,11.88,0.65,5.22,0.3512786,NA,8.953,8.302,13.396,NA,1.788,42.098,5.219,NA,0,17.906,16.604,26.792,0,7.152,20.876,NA,84.196,NA,173.526,NA,NA,D,NA,0.02,0.02,33.38,113.72,1,76.39,3666.62,156.73,0.95,9.29,0.62,247.9,100.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MJ112,mult11,Parupeneus,multifasciatus,92.95,19.5,16,4.42,2.19,0.5,15.25,0.57,7.65,0.392307692,NA,11.658,4.867,4.699,4.81,4.294,48.78,8.258,NA,4.152,23.316,9.734,9.398,9.62,17.176,33.032,NA,97.56,NA,203.988,NA,NA,D-,0.1,0.04,0.05,26.29,63.67,1,55.56,1481.68,122.02,1.64,3.31,0.17,98.66,48.3,0.05,0.05,0.07,17.92,9.83,126.24,2754.39,128.97,1.02,NA,NA,NA,NA,NA
MJ113,quin9,Lutjanus,quinquelineatus,55.93,14.67,12.07,4.02,1.88,0.34,11.15,0.25,5.82,0.396728016,NA,9.229,3.07,9.799,NA,2.769,37.712,5.022,NA,0,18.458,6.14,19.598,0,11.076,20.088,NA,75.424,NA,150.784,NA,NA,D,0.01,0.02,0.03,19.17,42.73,1,78.11,3749.33,119.99,1.5,7.77,0.53,217.53,109.57,0.01,0.02,0.03,19.06,37.78,85.02,4081.01,111.13,1.37,NA,NA,NA,NA,NA
MJ114,baro11,Chaetodon,baronessa,39.13,10.73,8.96,6.86,1.29,0.2,5.88,0.2,4.8,0.447343896,NA,5.22,10.651,20.629,NA,1.32,44.623,3.143,NA,0,10.44,21.302,41.258,0,5.28,12.572,NA,89.246,NA,180.098,NA,NA,S,0.04,0.03,0.03,26.95,65.62,1,81.91,2457.18,156.28,0.67,5.16,0.48,120.63,114.9,0.05,0.03,0.03,25.2,4.62,108.09,4323.6,145.13,NA,NA,NA,NA,NA,NA
MJ115,stri5,Ctenochaetus,striatus,74.78,16.3,11.75,5.7,1.87,0.6,14.75,0.73,5.89,0.361349693,104.9,10.9,11.74,18.426,NA,2.003,51.822,6.681,62.642,0,21.8,23.48,36.852,0,8.012,26.724,125.284,103.644,242.152,220.512,0.433198982,275.2469853,D-,0.05,0.02,0.04,19.22,98.81,1,46.63,2238.34,146.38,0.96,4.74,0.29,115.83,56.28,0.02,0.04,0.03,23.72,23.25,140.14,3363.43,117.4,1.16,2.414,10.314,41.428,6.18,6070.026
MJ116,stri3,Ctenochaetus,striatus,97.14,17.5,12.6,5.97,2.12,0.67,20.1,0.85,6.13,0.350285714,134.9,15.657,15.274,22.546,NA,2.058,58.028,8.832,73.49,0,31.314,30.548,45.092,0,8.232,35.328,146.98,116.056,297.494,266.57,0.453454523,308.0801938,D,0.01,0.02,0.02,19.56,76.06,1,28.51,1368.53,101.81,1.24,9.15,0.52,236.42,88.29,0.05,0.03,0.03,23.09,5.7,107.7,3692.57,135.68,1.03,1.978,10.186,41.205,6.387,6036.228
MJ117,stri4,Ctenochaetus,striatus,78.39,16.6,11.87,5.64,1.7,0.54,14.23,0.74,6.12,0.368674699,57,13.039,13.165,18.826,NA,1.793,53.444,8.587,63.526,0,26.078,26.33,37.652,0,7.172,34.348,127.052,106.888,258.632,238.468,0.220390362,267.1945675,D,0.07,0.02,0.03,20.48,114.94,1,44.74,2147.33,144.04,0.72,4.67,0.28,118.48,77.38,0.05,0.05,0.07,24.21,8.9,120.07,2619.6,150.5,1.01,2.571,10.633,41.823,6.379,6130.066
