genus,species,TL,initiation,jolts,end,endType,duration,date,time,site,method,observer,jolts100sec
Amblyglyphidodon,curacao,10,1,1,1,1,4,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,25.0
Amblyglyphidodon,curacao,10,1,0,1,1,2,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,4,14,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,6,1,0,1,1,2,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,8,7_11_2014,9_00_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,4,3,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,8,1,0,1,1,6,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,8,1,0,1,1,3,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,3,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,5,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,10,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,3,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,4,4,7_12_2014,7_30_00 AM,Osprey,Video - Redouan,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,10,7_12_2014,7_30_00 AM,Osprey,Video - Redouan,MJ,0.0
Amblyglyphidodon,curacao,8,1,0,2,1,4,7_12_2014,7_30_00 AM,Osprey,Video - Redouan,MJ,0.0
Amblyglyphidodon,curacao,8,1,0,1,1,6,7_12_2014,7_30_00 AM,Osprey,Video - Redouan,MJ,0.0
Amblyglyphidodon,curacao,9,1,0,1,4,14,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,0.0
Amblyglyphidodon,curacao,10,1,1,2,2,6,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,16.7
Amblyglyphidodon,curacao,7.5,1,0,1,4,12,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,9,1,0,1,1,3,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,7,1,0,1,4,6,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,12,1,0,1,4,13,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,9,1,0,1,4,3,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,12,1,0,1,1,3,8_17_2014,2_50_00 PM,Palfrey-South,diving,MJ,0.0
Amblyglyphidodon,curacao,13,1,2,1,1,11,8_17_2014,2_50_00 PM,Palfrey-South,diving,MJ,18.2
Amblyglyphidodon,curacao,8,1,1,1,1,3,8_17_2014,2_50_00 PM,Palfrey-South,diving,MJ,33.3
Amblyglyphidodon,curacao,10,1,0,1,1,2,8_17_2014,2_50_00 PM,Palfrey-South,diving,MJ,0.0
Amblyglyphidodon,curacao,10,1,1,1,4,10,8_17_2014,2_50_00 PM,Palfrey-South,diving,MJ,10.0
Amblyglyphidodon,curacao,11,1,0,1,1,4,8_17_2014,2_50_00 PM,Palfrey-South,diving,MJ,0.0
Amblyglyphidodon,curacao,11,1,0,1,4,6,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,6,1,1,1,1,10,8_18_2014,10_00_00 AM,Loomis,snorkeling,MJ,10.0
Amblyglyphidodon,curacao,7,1,1,2,2,3,8_18_2014,10_00_00 AM,Loomis,snorkeling,MJ,33.3
Amblyglyphidodon,curacao,11,1,0,1,4,7,8_30_2014,2_00_00 PM,Watson,diving,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,4,3,8_30_2014,2_00_00 PM,Watson,diving,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,2,8_30_2014,2_00_00 PM,Watson,diving,MJ,0.0
Amblyglyphidodon,curacao,13,1,0,1,1,3,8_30_2014,3_00_00 PM,Watson,diving,MJ,0.0
Amblyglyphidodon,curacao,13,1,1,1,1,5,8_30_2014,3_00_00 PM,Watson,diving,MJ,20.0
Amblyglyphidodon,curacao,12,1,0,1,4,4,8_30_2014,3_00_00 PM,Watson,diving,MJ,0.0
Amblyglyphidodon,curacao,8,1,0,1,1,3,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,0.0
Amblyglyphidodon,curacao,7,1,1,2,2,3,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,33.3
Amblyglyphidodon,curacao,11,1,0,1,1,5,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,0.0
Amblyglyphidodon,curacao,13,1,0,1,1,5,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,0.0
Amblyglyphidodon,curacao,9,1,0,1,1,8,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,0.0
Amblyglyphidodon,curacao,11,1,0,1,1,2,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,10,2,0,1,1,3,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,12,1,0,1,1,4,9_3_2014,10_15_00 AM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,11,1,0,1,1,3,9_3_2014,10_15_00 AM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,12,1,0,1,1,2,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,12,1,0,1,4,3,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,9,1,0,1,1,3,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,4,3,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,2,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,11,1,1,2,2,2,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,50.0
Amblyglyphidodon,curacao,11,2,0,1,1,5,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,11,1,0,1,1,9,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,12,1,1,2,2,2,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,50.0
Amblyglyphidodon,curacao,8,1,0,1,4,5,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,8,1,0,2,1,5,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,7,1,0,1,4,3,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,11,1,0,1,1,7,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,8,1,0,1,4,23,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,8,1,0,1,4,7,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,6,1,0,1,4,4,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,6,1,1,2,2,2,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,50.0
Amblyglyphidodon,curacao,8,1,0,1,1,5,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,9,1,0,1,1,4,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,12,1,0,1,4,4,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,12,1,0,1,4,3,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,11,1,0,1,1,3,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,9,1,0,1,1,3,9_7_2014,3_40_00 PM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,9,1,0,1,4,12,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,7,1,0,1,1,2,9_10_2014,9_40_00 AM,Lizard head,diving,MJ,0.0
Amblyglyphidodon,curacao,11,1,1,1,1,3,9_10_2014,10_40_00 AM,Lizard head,diving,MJ,33.3
Amblyglyphidodon,curacao,10,1,0,1,4,2,9_10_2014,10_40_00 AM,Lizard head,diving,DR,0.0
Amblyglyphidodon,curacao,9,1,0,1,4,2,9_10_2014,10_40_00 AM,Lizard head,diving,DR,0.0
Amblyglyphidodon,curacao,6,1,0,1,4,5,9_10_2014,10_40_00 AM,Lizard head,diving,DR,0.0
Amblyglyphidodon,curacao,7,1,2,1,1,9,9_10_2014,1_45_00 PM,Palfrey-South,diving,MJ,22.2
Amblyglyphidodon,curacao,10,1,0,1,1,3,9_10_2014,1_45_00 PM,Palfrey-South,diving,MJ,0.0
Amblyglyphidodon,curacao,8,1,0,1,4,5,9_10_2014,1_45_00 PM,Palfrey-South,diving,MJ,0.0
Amblyglyphidodon,curacao,11,1,0,1,1,2,9_10_2014,2_45_00 PM,Palfrey-South,diving,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,4,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,10,1,0,1,4,12,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,6,2,0,1,4,10,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,5,2,0,1,4,3,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,9,2,0,1,1,10,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,11,1,0,1,1,8,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,0.0
Amblyglyphidodon,curacao,9,1,0,1,1,3,9_18_2014,2_30_00 PM,Watson,diving,MJ,0.0
Amblyglyphidodon,curacao,8,1,0,1,4,2,9_18_2014,2_30_00 PM,Watson,diving,MJ,0.0
Amblyglyphidodon,curacao,11,1,0,1,4,5,9_18_2014,2_30_00 PM,Watson,diving,MJ,0.0
Amblyglyphidodon,curacao,9,1,1,2,3,2,9_18_2014,2_30_00 PM,Watson,diving,MJ,50.0
Amblyglyphidodon,curacao,9,1,1,2,1,2,9_18_2014,2_30_00 PM,Watson,diving,MJ,50.0
Amblyglyphidodon,curacao,9,1,0,1,4,4,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Amblyglyphidodon,curacao,8,1,0,1,1,14,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,5,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Amblyglyphidodon,curacao,8,1,1,2,2,3,9_18_2014,3_30_00 PM,Watson,diving,DR,33.3
Amblyglyphidodon,curacao,8,1,0,1,4,5,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,5,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Amblyglyphidodon,curacao,9,1,0,1,1,2,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Amblyglyphidodon,curacao,9,1,0,1,4,5,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Amblyglyphidodon,curacao,9,1,0,1,1,2,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Amblyglyphidodon,curacao,11,1,0,1,4,2,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,12,1,0,1,4,4,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,5,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
Amblyglyphidodon,curacao,9,1,1,2,3,4,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,25.0
Amblyglyphidodon,curacao,8,1,0,1,4,9,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,4,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Amblyglyphidodon,curacao,7,1,0,1,1,7,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Amblyglyphidodon,curacao,12,1,0,1,1,5,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Amblyglyphidodon,curacao,11,1,0,1,1,7,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,8,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,5,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Amblyglyphidodon,curacao,10,1,0,1,1,4,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Amblyglyphidodon,curacao,8,1,0,1,4,3,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Amblyglyphidodon,curacao,10,1,0,1,4,2,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Amblyglyphidodon,curacao,11,1,0,1,4,4,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Siganus,doliatus,20,1,2,2,3,15,7_11_2014,9_30_00 AM,Osprey,Video - Ana,MJ,13.3
Siganus,doliatus,20,1,0,1,4,1,7_12_2014,7_30_00 AM,Osprey,Video - Redouan,MJ,0.0
Siganus,doliatus,20,1,1,2,3,10,7_12_2014,7_30_00 AM,Osprey,Video - Redouan,MJ,10.0
Siganus,doliatus,20,2,1,2,3,3,7_12_2014,8_15_00 AM,Osprey,Video - Redouan,MJ,33.3
Siganus,doliatus,20,1,0,1,1,2,7_12_2014,8_15_00 AM,Osprey,Video - Redouan,MJ,0.0
Siganus,doliatus,20,2,1,2,3,2,7_12_2014,8_15_00 AM,Osprey,Video - Redouan,MJ,50.0
Siganus,doliatus,20,2,1,2,3,5,7_12_2014,8_15_00 AM,Osprey,Video - Redouan,MJ,20.0
Siganus,doliatus,15,2,0,1,4,1,7_26_2014,8_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Siganus,doliatus,15,2,0,1,1,2,7_26_2014,8_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Siganus,doliatus,18,1,2,2,1,11,7_28_2014,10_30_00 AM,Big Vicky,snorkeling,MJ,18.2
Siganus,doliatus,22,2,0,1,4,6,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,0.0
Siganus,doliatus,22,1,0,1,4,10,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,18,1,0,2,1,16,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,23,1,0,1,4,3,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,22,1,0,1,1,4,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,21,1,0,1,1,3,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,22,1,0,2,1,4,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,19,1,0,2,1,2,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,19,1,0,1,1,7,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,20,1,0,1,1,2,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,20,2,0,1,4,6,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,0.0
Siganus,doliatus,18,1,0,1,4,6,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,20,1,0,1,4,10,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,18,1,1,1,1,8,8_18_2014,10_00_00 AM,Loomis,snorkeling,MJ,12.5
Siganus,doliatus,20,1,1,1,4,6,8_30_2014,2_00_00 PM,Watson,diving,MJ,16.7
Siganus,doliatus,18,1,0,1,1,4,8_30_2014,2_00_00 PM,Watson,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,1,6,8_30_2014,2_00_00 PM,Watson,diving,MJ,0.0
Siganus,doliatus,20,NA,2,1,1,18,8_30_2014,2_00_00 PM,Watson,diving,MJ,11.1
Siganus,doliatus,20,2,0,1,4,15,8_30_2014,2_00_00 PM,Watson,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,1,2,8_30_2014,3_00_00 PM,Watson,diving,MJ,0.0
Siganus,doliatus,20,2,1,2,3,5,8_30_2014,3_00_00 PM,Watson,diving,MJ,20.0
Siganus,doliatus,20,1,0,2,1,9,8_30_2014,3_00_00 PM,Watson,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,4,3,8_30_2014,3_00_00 PM,Watson,diving,MJ,0.0
Siganus,doliatus,21,2,0,1,4,44,8_30_2014,2_00_00 PM,Watson,diving,DR,0.0
Siganus,doliatus,23,1,0,1,4,15,8_30_2014,2_00_00 PM,Watson,diving,DR,0.0
Siganus,doliatus,18,1,0,1,4,3,8_30_2014,2_00_00 PM,Watson,diving,DR,0.0
Siganus,doliatus,19,1,0,1,1,5,8_30_2014,2_00_00 PM,Watson,diving,DR,0.0
Siganus,doliatus,18,NA,0,2,1,5,8_30_2014,3_00_00 PM,Watson,diving,DR,0.0
Siganus,doliatus,18,1,0,1,1,3,8_30_2014,3_00_00 PM,Watson,diving,DR,0.0
Siganus,doliatus,21,NA,1,2,1,7,8_30_2014,3_00_00 PM,Watson,diving,DR,14.3
Siganus,doliatus,20,2,0,1,4,8,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,1,12,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,4,7,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,4,9,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,2,1,2,1,3,9_1_2014,2_15_00 PM,Mermaid,diving,MJ,33.3
Siganus,doliatus,20,2,0,1,1,6,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,2,1,1,1,8,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,12.5
Siganus,doliatus,20,2,0,1,1,4,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,2,1,2,3,6,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,16.7
Siganus,doliatus,18,1,0,1,4,3,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,1,9,9_3_2014,9_15_00 AM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,17,1,0,1,1,2,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,19,1,1,2,3,14,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,7.1
Siganus,doliatus,18,1,0,1,4,8,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Siganus,doliatus,17,1,0,1,1,3,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Siganus,doliatus,14,1,0,1,1,9,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Siganus,doliatus,16,1,0,1,4,5,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Siganus,doliatus,17,1,0,1,1,23,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,0.0
Siganus,doliatus,17,1,0,1,4,13,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,0.0
Siganus,doliatus,10,2,0,1,4,3,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,0.0
Siganus,doliatus,10,2,0,1,4,11,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Siganus,doliatus,15,NA,1,1,1,7,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,14.3
Siganus,doliatus,15,2,0,1,4,2,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,16,2,0,1,4,2,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,20,1,0,2,1,24,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,20,1,0,1,4,20,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,20,1,0,1,4,4,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,20,2,1,2,3,6,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,16.7
Siganus,doliatus,20,2,0,1,1,18,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,20,1,1,1,4,12,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,8.3
Siganus,doliatus,18,1,2,1,4,7,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,28.6
Siganus,doliatus,20,1,0,1,4,19,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,0.0
Siganus,doliatus,18,1,1,2,1,20,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,5.0
Siganus,doliatus,20,1,0,1,1,3,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,1,24,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,4,5,9_7_2014,3_40_00 PM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,4,5,9_7_2014,3_40_00 PM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,18,1,0,1,1,7,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,0.0
Siganus,doliatus,20,2,0,1,4,4,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,0.0
Siganus,doliatus,17,2,0,1,4,7,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,0.0
Siganus,doliatus,20,1,0,2,1,5,9_10_2014,9_40_00 AM,Lizard head,diving,MJ,0.0
Siganus,doliatus,20,1,0,2,1,5,9_10_2014,10_40_00 AM,Lizard head,diving,MJ,0.0
Siganus,doliatus,20,2,2,1,1,12,9_10_2014,10_40_00 AM,Lizard head,diving,MJ,16.7
Siganus,doliatus,20,1,0,1,4,55,9_10_2014,10_40_00 AM,Lizard head,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,1,3,9_10_2014,10_40_00 AM,Lizard head,diving,MJ,0.0
Siganus,doliatus,10,2,0,1,4,2,9_10_2014,9_40_00 AM,Lizard head,diving,DR,0.0
Siganus,doliatus,11,2,0,1,4,5,9_10_2014,9_40_00 AM,Lizard head,diving,DR,0.0
Siganus,doliatus,21,1,0,2,1,9,9_10_2014,9_40_00 AM,Lizard head,diving,DR,0.0
Siganus,doliatus,20,1,0,2,1,3,9_10_2014,2_45_00 PM,Palfrey-South,diving,MJ,0.0
Siganus,doliatus,20,1,1,2,1,16,9_10_2014,2_45_00 PM,Palfrey-South,diving,MJ,6.3
Siganus,doliatus,19,1,0,1,4,22,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,20,1,0,1,4,9,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,16,1,0,1,4,13,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,16,1,0,1,4,4,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,19,1,0,2,1,6,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,20,1,0,1,1,26,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,19,1,0,2,1,5,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,4,14,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,4,5,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,4,10,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,0.0
Siganus,doliatus,20,2,2,2,3,18,9_18_2014,2_30_00 PM,Watson,diving,MJ,11.1
Siganus,doliatus,20,2,0,1,1,21,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,4,7,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Siganus,doliatus,7,2,0,1,4,2,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,17,1,0,2,1,20,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Siganus,doliatus,17,1,0,1,4,7,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Siganus,doliatus,17,1,0,1,1,13,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Siganus,doliatus,18,2,1,2,1,6,9_18_2014,2_30_00 PM,Watson,diving,DR,16.7
Siganus,doliatus,19,1,1,2,1,4,9_18_2014,3_30_00 PM,Watson,diving,DR,25.0
Siganus,doliatus,20,2,0,1,4,3,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,1,6,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,19,2,0,1,4,8,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,2,1,2,3,5,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,20.0
Siganus,doliatus,20,2,0,1,4,8,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,1,0,1,4,5,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,2,0,1,4,8,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,20,1,0,2,1,3,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,21,2,1,2,3,8,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,12.5
Siganus,doliatus,20,2,0,1,4,11,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Siganus,doliatus,22,1,0,1,4,11,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Siganus,doliatus,22,1,1,2,1,7,9_22_2014,2_25_00 PM,Mermaid,diving,DR,14.3
Siganus,doliatus,20,1,0,1,4,24,9_22_2014,2_25_00 PM,Mermaid,diving,DR,0.0
Siganus,doliatus,20,2,0,2,1,11,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Siganus,doliatus,20,1,2,2,3,8,9_25_2014,2_30_00 PM,Turtle,diving,MJ,25.0
Siganus,doliatus,19,1,1,1,1,7,9_25_2014,2_30_00 PM,Turtle,diving,MJ,14.3
