genus,species,TL,initiation,jolts,end,endType,duration,date,time,site,method,observer,jolts100sec
Ctenochaetus,striatus,14,1,0,1,4,1,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,17,1,0,2,1,3,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,16,1,0,1,4,2,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,14,1,1,1,4,2,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,50.0
Ctenochaetus,striatus,14,1,0,1,1,4,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,20,1,0,1,4,7,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,19,?,1,2,1,11,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,9.1
Ctenochaetus,striatus,16,2,1,1,4,6,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,16.7
Ctenochaetus,striatus,17,1,1,1,1,20,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,5.0
Ctenochaetus,striatus,16,2,1,2,1,13,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,7.7
Ctenochaetus,striatus,19,1,1,2,2,10,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,10.0
Ctenochaetus,striatus,25,NA,0,1,1,3,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,18,1,0,1,4,4,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,22,1,0,1,4,5,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,19,1,0,1,1,2,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,18,1,0,1,1,8,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,19,1,0,1,1,8,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,23,1,0,1,4,5,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,0.0
Ctenochaetus,striatus,21,1,3,2,3,11,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,27.3
Ctenochaetus,striatus,16,2,0,1,4,15,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,18,1,4,1,4,33,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,12.1
Ctenochaetus,striatus,23,2,5,1,4,20,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,25.0
Ctenochaetus,striatus,16,2,0,1,1,11,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,20,2,0,1,4,11,9_10_2014,9_40_00 AM,Lizard head,diving,DR,0.0
Ctenochaetus,striatus,22,1,1,2,1,12,9_10_2014,9_40_00 AM,Lizard head,diving,DR,8.3
Ctenochaetus,striatus,16,2,1,1,4,10,9_10_2014,9_40_00 AM,Lizard head,diving,DR,10.0
Ctenochaetus,striatus,17,1,0,1,1,6,9_10_2014,9_40_00 AM,Lizard head,diving,DR,0.0
Ctenochaetus,striatus,19,1,0,1,1,6,9_10_2014,10_40_00 AM,Lizard head,diving,DR,0.0
Ctenochaetus,striatus,7,2,1,1,4,3,9_10_2014,10_40_00 AM,Lizard head,diving,DR,33.3
Ctenochaetus,striatus,15,2,1,1,4,10,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,10.0
Ctenochaetus,striatus,15,2,0,1,4,5,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,14,1,0,1,1,2,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,19,1,0,1,1,7,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,0.0
Ctenochaetus,striatus,20,1,1,2,2,7,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,14.3
Ctenochaetus,striatus,18,1,1,2,2,5,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,20.0
Ctenochaetus,striatus,21,1,1,2,2,5,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,20.0
Ctenochaetus,striatus,20,1,0,1,1,5,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,0.0
Ctenochaetus,striatus,21,1,1,1,1,10,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,10.0
Ctenochaetus,striatus,19,1,2,1,1,10,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,20.0
Ctenochaetus,striatus,17,1,3,2,1,12,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,25.0
Ctenochaetus,striatus,15,1,3,1,4,15,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,20.0
Ctenochaetus,striatus,19,2,3,1,4,5,9_18_2014,2_30_00 PM,Watson,diving,MJ,60.0
Ctenochaetus,striatus,21,1,1,1,4,8,9_18_2014,2_30_00 PM,Watson,diving,MJ,12.5
Ctenochaetus,striatus,18,1,1,2,2,3,9_18_2014,2_30_00 PM,Watson,diving,MJ,33.3
Ctenochaetus,striatus,19,2,2,2,2,6,9_18_2014,3_30_00 PM,Watson,diving,MJ,33.3
Ctenochaetus,striatus,15,2,0,1,1,2,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,10,1,2,1,4,6,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,33.3
Ctenochaetus,striatus,8,2,0,1,1,2,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,20,2,0,1,4,22,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,7,1,0,1,4,2,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,17,2,0,1,4,9,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,19,2,0,1,4,3,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,25,1,1,1,4,9,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,11.1
Ctenochaetus,striatus,16,2,1,2,2,7,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,14.3
Ctenochaetus,striatus,16,2,1,2,2,3,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,33.3
Ctenochaetus,striatus,22,2,0,1,4,6,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,19,2,2,1,4,9,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,22.2
Ctenochaetus,striatus,10,2,1,1,4,5,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,20.0
Ctenochaetus,striatus,16,1,0,1,1,14,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Ctenochaetus,striatus,20,2,0,1,4,3,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Ctenochaetus,striatus,17,2,0,1,4,4,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Ctenochaetus,striatus,8,2,0,1,4,5,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Ctenochaetus,striatus,17,1,1,1,1,6,9_18_2014,3_30_00 PM,Watson,diving,DR,16.7
Ctenochaetus,striatus,15,2,0,1,1,7,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Ctenochaetus,striatus,17,2,0,1,4,4,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Ctenochaetus,striatus,26,2,0,1,4,4,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Ctenochaetus,striatus,17,1,1,1,4,7,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,14.3
Ctenochaetus,striatus,19,2,1,1,4,17,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,5.9
Ctenochaetus,striatus,22,2,3,1,4,8,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,37.5
Ctenochaetus,striatus,20,2,0,1,1,10,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Ctenochaetus,striatus,21,2,0,1,4,2,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Ctenochaetus,striatus,15,2,1,1,1,11,9_22_2014,2_25_00 PM,Mermaid,diving,DR,9.1
Ctenochaetus,striatus,30,1,6,2,1,36,9_22_2014,3_25_00 PM,Mermaid,diving,DR,16.7
Ctenochaetus,striatus,17,2,0,1,1,2,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Ctenochaetus,striatus,18,2,2,2,2,5,9_25_2014,2_30_00 PM,Turtle,diving,MJ,40.0
Ctenochaetus,striatus,18,1,0,1,1,4,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Ctenochaetus,striatus,21,1,1,2,2,4,9_25_2014,2_30_00 PM,Turtle,diving,MJ,25.0
Ctenochaetus,striatus,18,1,0,1,1,5,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Ctenochaetus,striatus,14,2,1,1,4,3,9_25_2014,2_30_00 PM,Turtle,diving,MJ,33.3
Ctenochaetus,striatus,15,2,0,1,4,3,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Ctenochaetus,striatus,17,1,0,1,1,4,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Ctenochaetus,striatus,20,2,0,1,1,4,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Ctenochaetus,striatus,17,2,1,2,3,3,9_25_2014,2_30_00 PM,Turtle,diving,MJ,33.3
Ctenochaetus,striatus,16,1,1,1,4,6,9_25_2014,2_30_00 PM,Turtle,diving,DR,16.7
Ctenochaetus,striatus,18,2,0,1,1,7,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Ctenochaetus,striatus,20,1,0,1,4,4,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Ctenochaetus,striatus,20,2,1,2,2,5,9_25_2014,2_30_00 PM,Turtle,diving,DR,20.0
Ctenochaetus,striatus,18,2,0,1,1,10,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Ctenochaetus,striatus,22,1,0,1,1,8,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,15,1,0,1,4,3,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,18,1,3,1,4,33,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,9.1
Ctenochaetus,striatus,19,1,0,1,1,8,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,24,1,0,1,4,3,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,19,2,1,2,1,9,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,11.1
Ctenochaetus,striatus,15,2,0,1,1,6,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,16,2,0,1,1,4,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,18,2,2,1,4,13,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,15.4
Ctenochaetus,striatus,15,2,0,1,4,3,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Ctenochaetus,striatus,17,1,1,2,2,5,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,20.0
Ctenochaetus,striatus,18,1,1,1,4,15,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,6.7
Ctenochaetus,striatus,17,2,1,1,4,20,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,5.0
Ctenochaetus,striatus,21,2,1,2,2,5,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,20.0
Ctenochaetus,striatus,22,2,1,1,4,12,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,8.3
Ctenochaetus,striatus,28,1,1,1,1,2,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,50.0
Ctenochaetus,striatus,18,2,1,2,2,3,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,33.3
Ctenochaetus,striatus,16,1,1,2,2,5,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,20.0
Ctenochaetus,striatus,12,1,1,2,2,10,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,10.0
Ctenochaetus,striatus,15,2,1,1,1,5,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,20.0
Ctenochaetus,striatus,20,2,0,1,4,6,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Ctenochaetus,striatus,17,1,0,2,1,2,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Ctenochaetus,striatus,18,2,0,2,1,16,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Ctenochaetus,striatus,20,2,1,1,1,4,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,25.0
Ctenochaetus,striatus,19,2,0,1,1,13,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Ctenochaetus,striatus,18,2,0,1,1,6,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Ctenochaetus,striatus,19,1,0,1,1,9,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Ctenochaetus,striatus,20,2,1,2,2,6,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,16.7
Ctenochaetus,striatus,17,2,0,1,1,5,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Ctenochaetus,striatus,17,1,0,1,1,3,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Ctenochaetus,striatus,18,2,3,2,2,14,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,21.4
Ctenochaetus,striatus,17,2,0,1,1,7,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Ctenochaetus,striatus,25,1,3,1,1,27,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,11.1
Ctenochaetus,striatus,17,2,0,1,4,2,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Ctenochaetus,striatus,15,2,0,1,1,3,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Ctenochaetus,striatus,23,2,1,2,1,38,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,2.6
Ctenochaetus,striatus,15,2,0,1,4,8,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Ctenochaetus,striatus,20,2,4,2,1,22,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,18.2
